"uuid","eccentricity_deg","critical_spacing_deg","correctRate","crowdingSession"
"c2f990bc-93aa-43ee-b731-f30e062265ab",4,2.59,0.72,2
"80812a10-4f97-43d7-a0f0-cd0a32610757",6,1.71,0.92,1
"80812a10-4f97-43d7-a0f0-cd0a32610757",4,1.1,0.92,2
"982562d1-ba5b-4ae5-b333-ea03d8687e70",4,3,0.64,1
"982562d1-ba5b-4ae5-b333-ea03d8687e70",6,3.62,0.84,2
"5fb1665e-15bb-4e99-9955-ad7e3b5a9b8b",4,1,0.92,1
"5fb1665e-15bb-4e99-9955-ad7e3b5a9b8b",4,1,0.96,2
"bf208e4d-df95-43bc-b62a-7407b8086cf5",4,1.5,0.84,1
"bf208e4d-df95-43bc-b62a-7407b8086cf5",4,1.69,0.88,2
"e83b77d2-1c33-490a-ac67-36c73286dee3",6,1.66,0.92,1
"e83b77d2-1c33-490a-ac67-36c73286dee3",6,1.51,0.92,2
"cb02f152-ec37-4b05-aede-4507341de3b0",4,1.3,0.92,1
"cb02f152-ec37-4b05-aede-4507341de3b0",4,1.07,0.88,2
"ace6b18d-0361-425e-b126-541a04c27f42",4,3,0.52,1
"ace6b18d-0361-425e-b126-541a04c27f42",6,3.72,0.64,2
"a3a204b8-34bf-47a0-ad40-14457c83244f",4,1,0.96,1
"a3a204b8-34bf-47a0-ad40-14457c83244f",4,1,1,2
"f91374ea-7d99-4cec-918d-491f7ece1829",6,4.23,0.84,1
"f91374ea-7d99-4cec-918d-491f7ece1829",6,2.38,0.84,2
"2ef56f84-b4d9-4190-a672-46e2008ffb13",4,3,0.36,1
"2ef56f84-b4d9-4190-a672-46e2008ffb13",6,4.99,0.64,2
"cf8f1b87-1726-47c1-b512-8118a9c59d6f",4,1,0.96,1
"cf8f1b87-1726-47c1-b512-8118a9c59d6f",4,1.1,0.92,2
"11dc1a68-a876-479d-b222-04d6b99d9389",4,1.3,0.96,1
"11dc1a68-a876-479d-b222-04d6b99d9389",4,1.39,0.92,2
"afb9481a-abac-451e-92dd-8ff43e649cf7",4,1.16,0.88,1
"afb9481a-abac-451e-92dd-8ff43e649cf7",4,1.47,0.88,2
"f8ae5780-ba01-4648-9722-7f0c98a44479",4,1,0.96,1
"f8ae5780-ba01-4648-9722-7f0c98a44479",4,1,0.96,2
"82f3b0e4-4a50-4c6b-86e9-9aaf1cf1d2c4",4,2.45,0.8,1
"82f3b0e4-4a50-4c6b-86e9-9aaf1cf1d2c4",4,1.63,0.88,2
"dad0c128-c426-4dd7-90e4-afbca70d6db9",4,1.1,0.92,1
"dad0c128-c426-4dd7-90e4-afbca70d6db9",6,1.53,0.92,2
"3a0747e1-bc5e-44e8-bfe0-2ae5bbfab8ae",6,3.57,0.76,1
"b1174415-6151-4aae-81b0-b14e0295de9c",4,1.03,0.92,1
"52daccfd-da6d-44e9-813c-36c0fc341b4b",4,2.48,0.72,1
"b1174415-6151-4aae-81b0-b14e0295de9c",4,1.1,0.92,2
"52daccfd-da6d-44e9-813c-36c0fc341b4b",6,4.28,0.76,2
"3a0747e1-bc5e-44e8-bfe0-2ae5bbfab8ae",4,1.73,0.84,2
"1bd4e0e3-7b4c-4bb4-b8f3-d461cf39a57c",4,1.86,0.68,1
"1bd4e0e3-7b4c-4bb4-b8f3-d461cf39a57c",4,3,0.52,2
"fa79c25d-3c9d-45e7-9840-a14def6b3ea3",6,2.83,0.84,1
"fa79c25d-3c9d-45e7-9840-a14def6b3ea3",6,4.67,0.56,2
"1644440e-4b91-4e90-8df5-46db6bbe97ca",4,3,0.64,1
"1644440e-4b91-4e90-8df5-46db6bbe97ca",6,4.44,0.76,2
"d1c6b1cf-bef2-43df-85e9-e363d3331e92",4,1,0.92,1
"d1c6b1cf-bef2-43df-85e9-e363d3331e92",4,1.69,0.84,2
"a4188a36-5b0f-4c83-8fae-1804bbe7837a",4,1,1,1
"a4188a36-5b0f-4c83-8fae-1804bbe7837a",6,1,0.92,2
"c472a276-5786-4fbc-a11f-182a6df8b81b",6,2.88,0.84,1
"c472a276-5786-4fbc-a11f-182a6df8b81b",6,2.62,0.88,2
"2d139310-fe58-4ccc-a5a7-71f1781be40a",6,1.83,0.92,1
"2d139310-fe58-4ccc-a5a7-71f1781be40a",6,1.67,0.92,2
"185792da-5ab0-45a8-a563-ba4f6159eb47",4,1.37,0.92,1
"185792da-5ab0-45a8-a563-ba4f6159eb47",4,1,0.96,2
"233748e0-52e6-4460-9b40-e015e43f5442",4,1,1.04,1
"233748e0-52e6-4460-9b40-e015e43f5442",4,1,0.96,2
"69b65137-fd5d-456b-94fb-6c2ab32dcbe9",4,1.73,0.88,1
"69b65137-fd5d-456b-94fb-6c2ab32dcbe9",6,2.27,0.88,2
"bfa997c6-ea4a-4737-ab55-7e9e387fd6bf",4,1,0.92,1
"bfa997c6-ea4a-4737-ab55-7e9e387fd6bf",4,1.1,0.92,2
"ebe5e2c7-5947-4b56-ae2f-0a1a7e8ab438",6,1.3,0.92,1
"ebe5e2c7-5947-4b56-ae2f-0a1a7e8ab438",6,2.04,0.92,2
"e06c0ae4-2422-41d4-b743-be38e3f9d503",4,1.1,0.92,1
"e06c0ae4-2422-41d4-b743-be38e3f9d503",4,1.39,0.92,2
"6f982010-887a-409c-bf0c-8408487a17d0",4,2.42,0.8,1
"6f982010-887a-409c-bf0c-8408487a17d0",4,2.73,0.68,2
"7a6bea58-c478-4f76-acb0-dd1e6ea0ce45",4,1,0.92,1
"7a6bea58-c478-4f76-acb0-dd1e6ea0ce45",4,1.3,0.84,2
"0a7c05e5-ed35-4b73-9044-cac7ae515463",6,3.17,0.84,1
"0a7c05e5-ed35-4b73-9044-cac7ae515463",4,1.58,0.88,2
"107b6229-4c5c-41dc-93c5-969e5fe740b2",6,1.28,0.88,1
"107b6229-4c5c-41dc-93c5-969e5fe740b2",4,1.07,0.92,2
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",6,1.67,0.92,1
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",4,1.53,0.92,2
"efb389fa-1b12-4e13-b17d-1c9c9c91064d",4,2.42,0.8,1
"efb389fa-1b12-4e13-b17d-1c9c9c91064d",4,1.86,0.84,2
"188ae78d-3d53-4b5e-a773-ff47ad7ee7e1",4,1,0.96,1
"188ae78d-3d53-4b5e-a773-ff47ad7ee7e1",4,1.47,0.84,2
"35855160-5038-473e-b2f7-fbf34d52f72c",4,1,0.96,1
"35855160-5038-473e-b2f7-fbf34d52f72c",4,1.3,0.92,2
"d11f9f41-c5fc-4aa2-b44e-d83722076d53",4,1.73,0.88,1
"d11f9f41-c5fc-4aa2-b44e-d83722076d53",4,1.18,0.92,2
"bf940a1f-4975-4613-b68e-083a0a4b1f47",4,1,1,1
"bf940a1f-4975-4613-b68e-083a0a4b1f47",4,1.32,0.88,2
"d960d57c-0883-4ac3-9fd7-8c1e7c297ad0",4,2.03,0.8,1
"d960d57c-0883-4ac3-9fd7-8c1e7c297ad0",4,2.71,0.68,2
"ad6a3622-98e6-4fe4-860e-9a6134526d86",4,1.47,0.88,1
"ad6a3622-98e6-4fe4-860e-9a6134526d86",4,1.81,0.88,2
"285a6bf8-9b10-49ab-8d56-5a62545f0ede",6,3.18,0.8,1
"285a6bf8-9b10-49ab-8d56-5a62545f0ede",6,2.95,0.68,2
"94b25b5c-67bf-46b7-9b41-bcc10d77b493",4,1.1,0.88,1
"94b25b5c-67bf-46b7-9b41-bcc10d77b493",4,1.1,0.92,2
"7ba55d31-d25c-4000-adfd-6646afb3a520",4,2.48,0.84,1
"7ba55d31-d25c-4000-adfd-6646afb3a520",4,2.1,0.84,2
"e3e23af9-a6da-4366-b871-1e0c3c713b5a",4,1,0.88,1
"e3e23af9-a6da-4366-b871-1e0c3c713b5a",6,2.52,0.88,2
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",4,1.18,0.92,1
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",4,1,0.92,2
"7c3b9e43-6061-463e-8e39-f8af6ec6810e",6,3.97,0.52,1
"7c3b9e43-6061-463e-8e39-f8af6ec6810e",4,3,0.72,2
"3c0b76e9-f0df-435a-9f38-657e65172d1d",4,3,0.52,1
"3c0b76e9-f0df-435a-9f38-657e65172d1d",4,3,0.6,2
"7bfb4e6d-2780-4cb8-b626-eb84275785f1",4,1.3,0.92,1
"7bfb4e6d-2780-4cb8-b626-eb84275785f1",6,1,1,2
"080a4934-5c51-4bbb-b163-9be970c51637",6,4.63,0.52,1
"080a4934-5c51-4bbb-b163-9be970c51637",4,3,0.52,2
"c639b536-2671-49c1-b606-a938e4985c54",4,2.05,0.56,1
"c639b536-2671-49c1-b606-a938e4985c54",4,1.53,0.92,2
"26a1b392-ec18-4683-9603-d116cca470f2",6,2.11,0.68,1
"26a1b392-ec18-4683-9603-d116cca470f2",6,1.51,0.88,2
"8cc7a3ee-7e71-472c-8bb7-af04df0be80f",4,1.1,0.92,1
"8cc7a3ee-7e71-472c-8bb7-af04df0be80f",4,1.58,0.88,2
"532b2f59-b7e6-4bec-b062-1afa99028139",4,1.53,0.8,1
"532b2f59-b7e6-4bec-b062-1afa99028139",4,1.99,0.84,2
"e6352803-4d87-4236-a273-bb1d0c053ac6",6,2.02,0.88,1
"e6352803-4d87-4236-a273-bb1d0c053ac6",6,1.67,0.92,2
"a1a8f723-7fc8-47f6-aaa4-994cca178448",4,1.3,0.88,1
"a1a8f723-7fc8-47f6-aaa4-994cca178448",4,1.36,0.88,2
"cd4ca387-3b30-4ecc-9489-916dd27b3907",4,1.39,0.92,1
"cd4ca387-3b30-4ecc-9489-916dd27b3907",4,1,0.96,2
"f7d8e8e2-6740-4274-b1ad-acf739b28f79",4,1.91,0.88,1
"f7d8e8e2-6740-4274-b1ad-acf739b28f79",6,2.85,0.84,2
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",4,1.18,0.92,1
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",4,1,0.92,2
"5b12cf98-040d-45d7-ab6b-eb5f4c2c2a90",4,1,0.96,1
"5b12cf98-040d-45d7-ab6b-eb5f4c2c2a90",4,1.27,0.88,2
"7fce5378-08fb-48da-b67b-295ec309307f",4,1,0.92,1
"7fce5378-08fb-48da-b67b-295ec309307f",4,1.77,0.88,2
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",6,3.49,0.84,1
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",6,3.75,0.84,2
"88e93131-35f6-4d52-8aee-62cd7c60c3f0",6,2.88,0.88,1
"88e93131-35f6-4d52-8aee-62cd7c60c3f0",6,1.83,0.92,2
"f0128ada-23bf-4bb0-a21c-208e0eba9336",6,2.95,0.88,1
"f0128ada-23bf-4bb0-a21c-208e0eba9336",6,1.83,0.88,2
"38f70b5b-8533-45bc-9c41-8bc20950709e",6,1.44,0.92,1
"38f70b5b-8533-45bc-9c41-8bc20950709e",4,1.78,0.84,2
"cdca3581-0e07-4572-8ee8-3983f5143fbb",6,4.73,0.52,1
"cdca3581-0e07-4572-8ee8-3983f5143fbb",6,4.73,0.52,2
"034701fb-6396-495f-8a76-59abde8165d9",6,4.99,0.48,1
"e6172836-89fb-4bb8-be34-dcb58be0d9b0",4,1.33,0.88,1
"034701fb-6396-495f-8a76-59abde8165d9",4,2.48,0.52,2
"e6172836-89fb-4bb8-be34-dcb58be0d9b0",4,1.95,0.84,2
"b5723acd-bafc-40e4-81b6-2b4268ce96ae",6,1.71,0.92,1
"b5723acd-bafc-40e4-81b6-2b4268ce96ae",6,1.18,0.96,2
"dc1c8c95-8c58-4962-9f5d-52a44bb9e891",4,1.39,0.88,1
"dc1c8c95-8c58-4962-9f5d-52a44bb9e891",4,1.73,0.84,2
"882270ee-2808-4362-8c2e-54467595950c",4,1.69,0.88,1
"882270ee-2808-4362-8c2e-54467595950c",6,3.41,0.8,2
"504000f6-838e-4830-9a3c-93eccf9560bd",4,1.73,0.84,1
"504000f6-838e-4830-9a3c-93eccf9560bd",4,1.58,0.88,2
"5c0cf4e8-32c3-47f3-8830-0d910db0be9e",4,1,0.92,1
"5c0cf4e8-32c3-47f3-8830-0d910db0be9e",6,2.38,0.88,2
"14dc808b-e947-4841-90d6-802716d4e70d",4,1.58,0.88,1
"14dc808b-e947-4841-90d6-802716d4e70d",4,1.1,0.88,2
"93b02ffd-bcec-4c74-a1f6-e6bbb1ac8a7e",4,1.73,0.84,1
"93b02ffd-bcec-4c74-a1f6-e6bbb1ac8a7e",4,1.3,0.92,2
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",4,1.53,0.92,1
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",4,1.39,0.88,2
"f2585e0f-ed64-4786-8efd-1a8fa560937b",6,2.44,0.84,1
"aa3c7ffe-ef5c-490a-9ee2-16ca2802c18b",4,2.56,0.44,1
"f2585e0f-ed64-4786-8efd-1a8fa560937b",6,2.5,0.84,2
"aa3c7ffe-ef5c-490a-9ee2-16ca2802c18b",4,2.56,0.44,2
"17e6c070-b9f4-4bc7-9309-b31ea2eac450",4,1,1,1
"17e6c070-b9f4-4bc7-9309-b31ea2eac450",4,1.27,0.92,2
"407ed52b-e1ee-4871-8bf9-a18193496fb5",4,1.1,0.92,1
"407ed52b-e1ee-4871-8bf9-a18193496fb5",4,1.1,0.92,2
"186985ce-dc5c-4e87-9ce3-725708b086b6",4,1.3,0.92,1
"186985ce-dc5c-4e87-9ce3-725708b086b6",4,1.3,0.92,2
"fd9b884f-082d-40df-a434-6cd0b2d2de94",6,1.51,0.92,1
"fd9b884f-082d-40df-a434-6cd0b2d2de94",6,1.3,0.96,2
"c962b172-602e-41b8-b01a-0a6cf579e570",4,1.64,0.8,1
"c962b172-602e-41b8-b01a-0a6cf579e570",4,1.64,0.8,2
"76ff6860-6355-49ae-bcc0-04c3b8988f71",6,4.99,0.48,1
"76ff6860-6355-49ae-bcc0-04c3b8988f71",6,4.99,0.44,2
"53fec224-1b2f-4dbc-b073-cb3b200a465b",6,2.12,0.88,1
"53fec224-1b2f-4dbc-b073-cb3b200a465b",4,1.13,0.84,2
"6e725246-725b-4994-9ee7-3ef33c22ae6d",4,2.25,0.84,1
"6e725246-725b-4994-9ee7-3ef33c22ae6d",4,1.1,0.92,2
"61cccb04-a7f9-4bb3-8a92-e5b75142b397",4,1.69,0.88,1
"61cccb04-a7f9-4bb3-8a92-e5b75142b397",4,1.39,0.92,2
"88cc1e38-7674-49c7-9e9c-dca305755037",6,2.29,0.76,1
"88cc1e38-7674-49c7-9e9c-dca305755037",4,1.1,0.92,2
"671c15fc-7130-45a6-b92d-fbcbef8c3e9b",6,1.36,0.92,1
"671c15fc-7130-45a6-b92d-fbcbef8c3e9b",6,1.64,0.92,2
"faa08c06-ee4d-4858-876b-81b9c66661e8",4,1.65,0.88,1
"faa08c06-ee4d-4858-876b-81b9c66661e8",4,1.34,0.84,2
"cdded16b-6ee9-43b6-9c6a-16dec684cd6f",4,1.3,0.92,1
"cdded16b-6ee9-43b6-9c6a-16dec684cd6f",4,1.27,0.92,2
"c556c710-2aca-4877-ae9a-63a49c3c45b8",4,1.33,0.88,1
"c556c710-2aca-4877-ae9a-63a49c3c45b8",4,1.9,0.84,2
"401f1c81-afc1-493b-a78c-4cd1f337db18",4,1.3,0.88,1
"401f1c81-afc1-493b-a78c-4cd1f337db18",6,2.17,0.88,2
"08ffae56-d618-483f-8f16-dead02d80f07",4,1.58,0.88,1
"08ffae56-d618-483f-8f16-dead02d80f07",6,2.56,0.88,2
"e47de91a-9669-454f-ac60-6022cc9b6f7e",4,1,1,1
"e47de91a-9669-454f-ac60-6022cc9b6f7e",4,1,1,2
"1fc1fbdf-ed81-42e1-b511-b3e9e24d27a9",4,1.3,0.92,1
"1fc1fbdf-ed81-42e1-b511-b3e9e24d27a9",4,1,0.92,2
"39308528-27d5-4fe2-9d1f-7b81a6c5f89d",4,1.73,0.84,1
"39308528-27d5-4fe2-9d1f-7b81a6c5f89d",6,2.28,0.84,2
"d751affe-7bec-4dd7-8cd4-33838e5292f8",4,2.06,0.8,1
"d751affe-7bec-4dd7-8cd4-33838e5292f8",4,1.58,0.88,2
"9b9cc2e7-f2fc-4c50-868e-8005c1968112",4,1,0.92,1
"9b9cc2e7-f2fc-4c50-868e-8005c1968112",6,1.69,0.92,2
"7a1343e7-6fda-4da9-9fe6-9c15e87a4c39",6,4.13,0.84,1
"7a1343e7-6fda-4da9-9fe6-9c15e87a4c39",4,1,0.88,2
"ed02ed5d-aca1-47a0-a88d-1d33b5704bc9",4,2.54,0.8,1
"ed02ed5d-aca1-47a0-a88d-1d33b5704bc9",6,2.8,0.88,2
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",4,1.1,0.92,1
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",4,2.1,0.84,2
"b68876c4-ad0b-49ff-8e48-12e814e30b4f",4,2.15,0.84,1
"b68876c4-ad0b-49ff-8e48-12e814e30b4f",6,2.62,0.88,2
"731db260-e832-4827-9822-bf96faade9af",6,1.86,0.92,1
"731db260-e832-4827-9822-bf96faade9af",4,1.1,0.92,2
"005db471-8ddd-4358-b359-1863869a01eb",4,1.15,0.92,1
"005db471-8ddd-4358-b359-1863869a01eb",4,1.73,0.88,2
"714afdee-e6f5-4c51-a875-437d612469eb",4,1.37,0.88,1
"714afdee-e6f5-4c51-a875-437d612469eb",6,2.45,0.84,2
"2af17d6c-f287-4e7b-b8e2-e351bd0f50a2",4,3,0.8,1
"2af17d6c-f287-4e7b-b8e2-e351bd0f50a2",4,1.69,0.84,2
"7df0820d-c05a-4bf6-83e7-9ba7717230c0",4,1,0.92,1
"7df0820d-c05a-4bf6-83e7-9ba7717230c0",4,1.18,0.92,2
"6eb993af-0970-4704-b50f-6336bc5bf8f1",4,1.36,0.88,1
"6eb993af-0970-4704-b50f-6336bc5bf8f1",6,1.59,0.92,2
"4840497c-6b83-4cdb-947e-cb1b4d458926",4,3,0.8,1
"4840497c-6b83-4cdb-947e-cb1b4d458926",4,2.73,0.8,2
"fa98f929-a3fd-4e66-bcb6-5ac9b591785a",4,1,0.92,1
"fa98f929-a3fd-4e66-bcb6-5ac9b591785a",6,2.62,0.88,2
"938b38fd-7a1c-4f4a-83b7-eb6d79acb5c8",4,1.03,0.92,1
"938b38fd-7a1c-4f4a-83b7-eb6d79acb5c8",4,1.3,0.92,2
"59aaaa2c-95ef-476d-8ba0-c43910e51f0c",4,1.65,0.8,1
"59aaaa2c-95ef-476d-8ba0-c43910e51f0c",4,1.69,0.88,2
"1d3d007c-bcd7-44ea-90c1-4e3fccf4ab65",4,1.44,0.88,1
"1d3d007c-bcd7-44ea-90c1-4e3fccf4ab65",4,1.18,0.88,2
"c6ca2172-50b2-4142-ad13-8424b223801c",4,3,0.68,1
"c6ca2172-50b2-4142-ad13-8424b223801c",4,3,0.44,2
"27f2a33f-8b75-453c-8fdb-6114b12541ff",4,1.15,0.96,1
"27f2a33f-8b75-453c-8fdb-6114b12541ff",4,1.95,0.88,2
"14e076d7-3518-41e3-8e1f-68f3e1211edf",4,1.92,0.68,1
"14e076d7-3518-41e3-8e1f-68f3e1211edf",4,1,0.84,2
"0d8ebb91-1b54-41ee-8972-c917959d48a6",6,2,0.88,1
"0d8ebb91-1b54-41ee-8972-c917959d48a6",6,1.69,0.92,2
"11cfb1ef-fa38-4204-aa7b-caa6b2ef9460",6,4.65,0.72,1
"11cfb1ef-fa38-4204-aa7b-caa6b2ef9460",6,4.99,0.8,2
"d2f3dd49-ffba-49e0-b802-7252c08990ba",4,1,0.96,1
"d2f3dd49-ffba-49e0-b802-7252c08990ba",4,1.73,0.88,2
"76f281e9-5a6a-4c83-ad62-4be9789a2052",4,1.53,0.88,1
"76f281e9-5a6a-4c83-ad62-4be9789a2052",4,1,0.88,2
"a67c5a92-d8d8-407c-99b4-9722d165fd14",4,2.4,0.76,1
"a67c5a92-d8d8-407c-99b4-9722d165fd14",4,2.65,0.76,2
"b02a13e4-c8eb-4302-9056-b0274a0670ce",4,1.3,0.88,1
"b02a13e4-c8eb-4302-9056-b0274a0670ce",4,1.3,0.88,2
"0b72e750-0a1c-43ad-af64-863cc5b2d2ec",4,1.3,0.92,1
"0b72e750-0a1c-43ad-af64-863cc5b2d2ec",4,1,1,2
"b3f87911-287c-4eb4-af59-b3a0f0150644",4,1.58,0.88,1
"b3f87911-287c-4eb4-af59-b3a0f0150644",4,1,0.88,2
"92d0e6df-a0a4-4756-bceb-60b290641425",4,1.65,0.8,1
"92d0e6df-a0a4-4756-bceb-60b290641425",4,1.73,0.88,2
"3430b5fb-a5a5-405a-bcde-4840b07190c4",4,1.73,0.88,1
"3430b5fb-a5a5-405a-bcde-4840b07190c4",4,1.05,0.92,2
"d2ae1def-8bd4-4a54-ac74-3045e6eee88a",4,1.91,0.88,1
"d2ae1def-8bd4-4a54-ac74-3045e6eee88a",4,1.58,0.88,2
"973fce64-564c-4fa8-bc0b-ab98a40fcc85",4,1.81,0.88,1
"973fce64-564c-4fa8-bc0b-ab98a40fcc85",6,1.62,0.92,2
"51ca7640-6541-4b3a-a893-1bc752149c72",6,4.31,0.8,1
"51ca7640-6541-4b3a-a893-1bc752149c72",4,1.73,0.88,2
"5223ae15-c23b-4ff4-9014-2828531b6b0c",6,1.83,0.92,1
"5223ae15-c23b-4ff4-9014-2828531b6b0c",6,1.67,0.92,2
"36da532e-953f-465b-a216-ab6ba5055c75",4,1.65,0.88,1
"36da532e-953f-465b-a216-ab6ba5055c75",4,1.3,0.96,2
"06607854-ae72-48d0-b1f5-0ac1202a1db3",6,1.3,0.88,1
"06607854-ae72-48d0-b1f5-0ac1202a1db3",6,1.83,0.92,2
"6c520795-f5a8-4bb4-8768-93257dbfde1d",6,1.69,0.92,1
"6c520795-f5a8-4bb4-8768-93257dbfde1d",6,1.47,0.92,2
"a744e5ba-db41-4931-9a92-c07fc0e81126",6,2.62,0.88,1
"a744e5ba-db41-4931-9a92-c07fc0e81126",6,1.83,0.92,2
"08705391-c843-4693-96f4-401402dbb4be",4,1.18,0.92,1
"08705391-c843-4693-96f4-401402dbb4be",4,1.91,0.88,2
"9f5ee85c-4f2c-40c9-8ee2-5384e2bd8bd7",4,1.58,0.88,1
"9f5ee85c-4f2c-40c9-8ee2-5384e2bd8bd7",4,1,0.96,2
"31062d4e-1757-493a-8a9f-2996c5159a34",6,1.83,0.92,1
"31062d4e-1757-493a-8a9f-2996c5159a34",6,1.51,0.92,2
"13d9eb46-e2b5-4bba-99d1-545d716c949f",6,1.67,0.92,1
"13d9eb46-e2b5-4bba-99d1-545d716c949f",6,1.67,0.92,2
"3fa401bc-c3c5-4146-901c-51a1e8486326",4,1.1,0.92,1
"3fa401bc-c3c5-4146-901c-51a1e8486326",4,1.18,0.88,2
"bae51c07-657e-4d62-b493-647de6aa04f2",4,1.3,0.96,1
"bae51c07-657e-4d62-b493-647de6aa04f2",4,1,1.04,2
"2328e1d3-93a9-44ab-ba2b-c9d953c25532",6,2.68,0.88,1
"2328e1d3-93a9-44ab-ba2b-c9d953c25532",6,2.17,0.88,2
"8dbf6bf3-5cd0-4b90-857c-0fbac67eb6c9",4,3,0.64,1
"8dbf6bf3-5cd0-4b90-857c-0fbac67eb6c9",6,4.99,0.8,2
"b39bff7c-d164-4cea-a514-9a5dfa1e7fd2",6,2.38,0.88,1
"b39bff7c-d164-4cea-a514-9a5dfa1e7fd2",4,1.58,0.88,2
"0face946-ac26-4480-9a54-b082b6c228f2",4,1.3,0.92,1
"0face946-ac26-4480-9a54-b082b6c228f2",4,1.3,0.92,2
"96d8aac2-fb14-483e-a032-ec25bd1b666d",4,1.37,0.92,1
"96d8aac2-fb14-483e-a032-ec25bd1b666d",4,1.03,0.8,2
"037e7733-261b-4dd1-bd25-f3ba06021296",4,1.58,0.88,1
"037e7733-261b-4dd1-bd25-f3ba06021296",4,1.1,0.88,2
"0f085aa6-2b74-4caf-8b70-fc785a63d9f6",4,1,0.96,1
"0f085aa6-2b74-4caf-8b70-fc785a63d9f6",4,1,0.96,2
"44ee3eee-2d49-4586-adf0-f636662de857",4,1.58,0.88,1
"44ee3eee-2d49-4586-adf0-f636662de857",4,1.1,0.92,2
"b935739b-317e-4063-bdc7-26ac010ac679",4,1.5,0.84,1
"b935739b-317e-4063-bdc7-26ac010ac679",4,1.1,0.92,2
"90fa4e47-03f5-473d-a86f-5fa6b6175cc1",4,3,0.44,1
"90fa4e47-03f5-473d-a86f-5fa6b6175cc1",4,2.05,0.84,2
"bb1ae7c2-cd78-4959-b0ed-3027d9074630",6,3.16,0.72,1
"bb1ae7c2-cd78-4959-b0ed-3027d9074630",6,2.61,0.84,2
"8806f685-635e-4bca-8573-227eb51bb894",4,1.27,0.92,1
"8806f685-635e-4bca-8573-227eb51bb894",4,1,0.96,2
"6c9d9de7-7ab1-48bf-98fa-c7a38a257021",4,1,1,1
"6c9d9de7-7ab1-48bf-98fa-c7a38a257021",4,1,0.96,2
"f220bad9-bc3a-4065-b01c-e85a0921ed8e",4,1.1,0.92,1
"f220bad9-bc3a-4065-b01c-e85a0921ed8e",4,1.53,0.92,2
"aad86adb-9a54-49e3-b47a-13b2ad8e7029",4,1.43,0.88,1
